A level	상급학년시험
mine detector	지뢰탐지기
mine disposal	지뢰 처리
mine field	지뢰원/관석 매장지
mine layer	기뢰 부설함
mine sweeper	소해정
mine sweeping	수해
mine thrower	박격포
mine water	갱내수
mine worker	광부/광산 노동자
mine1	지뢰/보고/철광/광갱/광산/기뢰/나의 것
miner	갱부/지뢰 공병
mineral	광물/무기물
mineral charcoal	천연 목탄
mineral jelly	미네랄 젤리
mineral kingdom	광물계
mineral oil	광유/석유따위
mineral pitch	천연의/아스팔트
mineral right	채굴권
mineral spring	광천
mineral tar	광물 타르
mineral vein	광맥
mineral water	탄산수/광천수
mineral wax	광람/지랍
mineral wool	광물면
mineralization	광화작용
mineralize	채광하다/광물화하다/광물이 되다/광물을 채집하다/광물을 함유시키다
mineralizer	광소/탐광자/조광소/광물 채집자
mineralogical	광물학의/광물학적인
mineralogist	광물학자
mineralogy	광물학
minerva	미네르바/지혜의 여신
minestrone	진한 수프
minesweeper	소해정
minesweeping	소해
minge	여자/여성의 성기
mingle	섞다/사귀다/섞이다/어울리다
minglemangle	혼합
mingy	인색한
mini	작은/미니카/아주 작은/미니스커트/소형 자동차
miniate	금자로 장식하다/붉은 색을 칠하다
miniature	축도/모형/축소화/미세화법
miniature camera	소형 카메라
miniature pinscher	미니어쳐 핀셔
miniaturize	소형화하다/소형으로 제작하다
miniatutist	세밀화가
minibike	소형 오토바이
minibikini	초소형 비키니
miniblackhole	미니 블랙홀
minibudget	소형 추가 경정 예산
minibus	마이크로 버스
minicab	콜택시
minicalculator	휴대용 전자 계산기
minicar	초소형 자동차
minicell	미니세포
minicomputer	소형 컴퓨터
minicourse	단기 강좌
minidose	복용약
minidress	미니 드레스
minifestival	소규모 연회
minify	축소하다/작게 하다/낮게 평가하다/중요성을 낮추다
minikin	작은/미물/소형의/꼬마의/작은 것/점잔 빼는
minim	미량/미님/미세/시시한 것
minimagazine	미니 잡지
minimal	극소의/최소향의
minimal art	조각/미니멀 아트/최소한의 조형 수단으로 제작된 그림
minimal brain dysfunction	미소 뇌기능 장애
minimal pair	최소 대어
minimax	미니맥스/미니맥스를 최소로 하는 기법
minimill	소공장/고철 재생 공장
miniminded	무지한/철 없는/어리석은/생각이 모자라는
minimine	미니민
minimize	경시하다/최소로하다/최저로 어림잡다
minimum	극소/최소량
minimum competency testing	최소한 능력 테스트
minimum dose	최소 투약량
minimum lending rate	최저 대출 금리
minimum purchase	1회의 최저 판매량
minimum thermometer	최저 온도계
minimum wage	최저 임금
minimus	새끼손가락/최연소자의/최연소의 것/가장 나이가 어린
mining	채광/광업
mining engineer	광산 기술자
mining engineering	광산학
mining geology	광산 지질학
mininuke	소형 핵무기
minion	부하/앞잡이/총애 받는 사람
minipants	미니팬츠/짧은 바지
minipark	소공원
minipig	미니 돼지
minipill	작은 알의 경구 피임약
miniplanet	소행성
miniseries	미니 시리즈
minish	줄다/줄이다
miniski	짧은 스키
miniskirt	미니스커트
ministate	극소 국가
minister	하인/공사/각료/대신/장관/대리인/성직자
minister plenipotentiary	전권 공사
minister resident	변리 공사
ministerial	장관의/대리의/목사의/공사의/대행의/종속적인/정부측의
ministering angel	구원의 천사
ministrant	보좌의/봉사하는
ministration	직무/보조/봉사
ministry	부/각교/성직/직무/봉사/복사들/성내각
minisub	소형 잠수함
minitank	미니 탱크/경량의 고속 전차
minitanker	소형 탱커
minitrack	미니 트랙/인공 위성 추적 장치
minium	연단/연단색/광명단
minivan	미니밴
miniver	흰 모피
minivet	할미새사촌
miniwar	소규모 전투
mink	밍크
minkowski world	민코프스키 공간/4차원의 좌표에 따라 기술되는 시공
minnesinger	음유시인
minnesota	미국 중북부의 주
minnow	황어/피라미/작은 물고기
minor	소/2류의/손아래의/작은 쪽의/부전공과목의/중요하지 않은
minor coin	비금속경화
minor key	단조/음침한 기분
minor league	마이너리그/2류의 프로 야구 연맹
minor offense	견범죄
minor orders	소품
minor planet	소행성
minor premise	소전제
minor scale	단음계
minor suit	다이아몬드의 짝패
minor term	소명사
minor tranquilizer	마이너 트랜퀼라이저
minority	소수/미성년/소수당
minority carrier	소수담체
minority group	소수민족
minority leader	소수당의 원내총무
minority program	저시청율의 프로
minority whip	소수당의 원내 부총무
minster	대성당/수도원 부속 교회당
minstrel	가수/시인/음유시인
minstrelshow	가극단
minstrelsy	음유 신인들/음유시인의 연예
mint julep	민트 줄립에 설탕/박하를 탄 칵테일
mint sauce	민트 소스
mint1	거액/근원/조폐국
mint2	박하/박하사탕
mintage	조폐/주조 화폐
mintfresh	갓 만든/아직 사용하지 않은
mintmark	조폐소를 나타내는 각인
mintmaster	조폐국장
minuend	피감수
minuet	미뉴에트/3박자의 느린 춤
minus	마이너스한/...을 뺀/...을 잃고
minuscule	작은/소문자
minute bell	분시종
minute book	기록부/의사록
minute gun	분시포/조난 신호포/1분마다 쏘는 조포
minute hand	분침
minute steak	얇게 저민 스테이크
minute1	분/잠시/의사록/간단한 메모
minute2	미소한/정밀한/자세한
minutely	일분마다
minuteman	3단계 대륙간 탄도탄
minutiae	세목/상세
minx	말괄량이/바람난 처녀
miocene	제3기 중신세
miracle	기적/불가사의한 물건
miracle drug	영약/특효약
miracle fruit	적철과의 관목
miracle man	기적을 행하는 사람/경이적인 기량을 가진 사람
miracle play	기적극/예수 또는 성도의 사적을 제재로 한 중세의 극
miracle rice	기적의 벼
miraculous	기적적인/놀랄만한/불가사의한
miraculously	기적적으로
mirage	망상/신기루
mire	궁지/진흙/진창/수렁
miro	스레인의 초현실파 화가
mirror	전형/모범/거울
mirror image	경상
mirror writing	역서/거울 문자
mirth	환락/명랑/유쾌
mirthful	유쾌한/즐거운/명랑한
mirthless	서글픈/즐겁지 않은
miry	더러운/진창인/진흙투성이의
misadministration	실정
misadventure	불운
misadvise	나쁜 권고를 하다/그릇된 충고를 하다
misalliance	잘못된 결합/어울리지 않는 결혼
misally	부적당하게 결합시키다
misanthrope	염세가/인간을 싫어하는 사람
misanthropic	염세적인/사람 싫어하는
misanthropist	염세가/사람이 싫은 사람
misanthropy	인간 불신/사람을 싫어함
misapplication	오용/남용/악용
misapplied	악용된
misapply	오용/악용
misapprehend	오해하다
misapprehension	오해
misapprehensive	오해하기 쉬운
misappropriate	악용하다/횡령하다
misappropriation	남용/악용/배임 횡령
misarrange	잘못 배치하다
misbecome	...에 맞지 않다/...에 적합하지 않다/...에 어울리지 않다
misbecoming	적합하지 않은/어울리지 않는
misbegotten	덜된/서출의/형편없는/꼴사나운/쓸모없는/멸시한 만한/사생아의 불운한 태생의
misbehave	무례한 행동을 하다/방정치 못한 짓을 하다
misbehaved	버릇없는/품행이 나쁜
misbehavior	비행
misbelief	사교/그릇된 신념
misbelieve	의심하다/잘못 믿다/이교를 믿다
misbeliever	이교도
misbelieving	이단의
misbestow	부당하게 수여하다
misbirth	유산
misbrand	틀린 낙인을 찍다/구릇된 상표 를 붙이다
misbranded drug	부정 표시 의약품
miscalculate	오산하다/잘못 예측하다
miscalculation	오산/계산 착오/그릇된 계산
miscall	잘못 부르다/틀린 이름으로 부르다
miscarriage	유산/불착/실패
miscarry	실패하다/유산하다/잘못 배달되다/편지가 도착하지 않다
miscast	배역을 잘못하다/부적당한 임무를 맡기다
miscegenation	잡혼/이종족 혼교
miscellanea	잡찬/잡록
miscellaneous	잡다한/가지가지의
miscellanist	잡문가/잡록 기자
miscellany	잡록/논문집/잡동사니
mischance	불행/재난
mischief	해/익살/장난/위해/손해/고자/재난의 씨
mischief maker	이간질하는 사람
mischiefmaking	이간질
mischievous	유해한/장난치는
miscibility	혼화성
miscible	섞일 수 있는
miscite	...을 잘못 인용하다
misconceive	오해하다/오인하다/잘못 생각하다
misconception	오인/잘못된 생각
misconduct	간통/품행 불량
misconstruction	오해/곡해/그릇된 조립
misconstrue	그릇읽다/오해하다/뜻을 잘못 해석하다
miscount	오산
miscreant	이단의/극악 무도한
miscreated	불구의/잘롯 만들어진
miscue	에러/잘못 치다/에러를 범하다/공을 잘못 치기/대사의 큐를 잘못 받다/미스 대사의 큐를 잘못 받기
misdate	날짜가 틀리다
misdeal	패를 잘못 도르다
misdeed	범죄/못된 짓
misdeem	오해하다/잘못 보다/잘못 판단하다
misdemeanant	경범자/비행자/소행이 나쁜 사람
misdemeanor	비행/경범죄
misdescribe	잘못 기술하다
misdescription	오기/미비한 기술
misdiagnose	오진하다
misdialing	전화 번호를 잘못 돌림
misdirect	그릇 지시하다/잘못 겨냥하다/수취인 주소를 잘못 쓰다
misdirection	부당 지시/그릇된 방향/잘못된 지시/잘못 기리키기/주소 성명을 잘못 씀
misdo	잘못하다/실수하다
misdoing	범죄/나쁜 짓
misdoubt	의심/의심하다/밋ㅁ쩍어하다/미심쩍은 생각
mise	협약/협정/토지 권리 소송영장에 있어서의 쟁점
mise en scene	무대 장치 연출
misemploy	오용하다
misentry	오기
miser	구두쇠/수전노
miserable	비참한/초라한/불쌍한
miserably	지독히/불쌍하게/형편없이/비참하게/초라하게/비참할 만큼
misericord	특면/단검/수도원의 면계실/교회 성가대 석의 접의자 아래에 댄 가로대
miserly	인색한/욕심 많은
misery	불행/고통/빈곤/비참
misery index	궁핍 지수
misesteem	경시/...을 부당하게 얕보다
misestimate	평가를 잘못하다/...을 부당하게 평가하다
misestimation	잘못된 평가
misevolution	이상 증식
misfeasance	불법 행위
misfeature	고생의 원인이 되는 특성
misfile	잘못 철하다
misfire	불발
misfit	맞지 않는 것
misfortune	불행/불운/재난
misfuel	잘못 급유하다
misgive	불안하게하다/의심을 일으키다
misgiving	의심/불안
misgovern	악정을 하다
misgovernment	실정/악정
misguidance	그릇된 지도
misguide	잘못 지도하다/잘못 생각하게 하다
misguided	오도된
mishandle	학대하다/심하게 다루다
mishap	불행/재난
mishear	잘못 듣다/못 알아듣다
mishegoss	바보짓/미친 짓
mishit	범타/잘못 치다/잘못 치기
mishmash	뒤범벅
mishugah	미친/머리가 돈
misinform	오보하다/오해시키다
misinformant	오보자
misinformation	오보/오전
misinformed	잘못 알고 있는/정보를 잘못 들은
misinterpret	그릇 해석하다
misinterpretation	오해/오역
misjudge	오해하다/그릇 판단하다
mislay	잘못 놓다/놓고 잊어 버리다
mislead	현혹시키다/잘못하게 하다/그릇 인도하다
misleading	오도하는/현혹시키는/오해하게 하는
mislike	싫어하다/...의 비위를 거스르다
mismanage	잘못 처리하다/잘못 관리하다
mismanagement	실수/그릇된 처리
mismatch	짝을 잘못 짓다
mismate	짝을 잘못 짓다/어울리지 않는 결혼을 시키다
misname	이름을 잘못 부르다
misnomer	잘못 부름/명칭이 오용/잘못된 이름
miso	의 뜻의 결합사
misogamist	여자를 싫어하는 사람
misogamy	여자를 싫어함
misoguny	여자를 싫어함
misology	이론을 싫어함
misoneism	보수주의/새 것을 싫어함
misorient	오도하다/그릇된 방향으로 돌리다
misplace	잘못 놓다/때와 장소를 틀리다/부당한 사람에게 주다
misplacement	잘못 두기
misplay	미스/에레/실수/잘못하다/반칙 플레이/잘못 처리하다
misprint	오식
misprision	비행/범죄 은닉
mispronounce	잘못 발음하다
mispronunciation	틀린 발음
misquotation	잘못된 인용
misquote	잘못 인용하다
misread	오독하다/그릇 해석하다
misreckon	잘못 세다
misremember	못 외다/잘못 기억하다
misreport	오보/호위 보고/그릇 전하다/잘못 보고하다
misrepresent	잘못 전하다/바르게 나타내지 않다
misrepresentation	오전/왜곡한 진술
misroute	틀린 루트로 부치다
misrule	악정
miss1	씨/양/처녀/아가씨
miss2	놓치다/모면하다/잘못하다/길을 잃다/못 맞히다/만나지 못하다
